year,gp,driver,compound,actual_first_pit,agent_pit_lap,first_pit_lap,pit_timing_error,mean_reward,confidence_pct
2023,Mexico City Grand Prix,ALB,HARD,33,25,25,8,-8,27.53
2023,Mexico City Grand Prix,ALO,MEDIUM,29,4,4,25,-25,76.21
2023,Mexico City Grand Prix,BOT,MEDIUM,31,21,21,10,-10,57.4
2023,Mexico City Grand Prix,GAS,MEDIUM,28,23,23,5,-5,67.52
2023,Mexico City Grand Prix,HAM,MEDIUM,24,23,23,1,-1,40.47
2023,Mexico City Grand Prix,HUL,MEDIUM,23,20,20,3,-3,51.64
2023,Mexico City Grand Prix,LEC,MEDIUM,31,20,20,11,-11,86.46
2023,Mexico City Grand Prix,MAG,MEDIUM,23,19,19,4,-4,34.56
2023,Mexico City Grand Prix,NOR,SOFT,11,1,1,10,-10,65.44
2023,Mexico City Grand Prix,OCO,HARD,34,1,1,33,-33,38.68
2023,Mexico City Grand Prix,PER,MEDIUM,1,1,1,0,0,71.41
2023,Mexico City Grand Prix,PIA,MEDIUM,25,23,23,2,-2,63.85
2023,Mexico City Grand Prix,RIC,MEDIUM,27,23,23,4,-4,39.02
2023,Mexico City Grand Prix,RUS,MEDIUM,26,22,22,4,-4,46.19
2023,Mexico City Grand Prix,SAI,MEDIUM,30,23,23,7,-7,39.1
2023,Mexico City Grand Prix,SAR,MEDIUM,22,1,1,21,-21,51.48
2023,Mexico City Grand Prix,STR,MEDIUM,30,1,1,29,-29,65.27
2023,Mexico City Grand Prix,TSU,MEDIUM,9,9,9,0,0,76.44
2023,Mexico City Grand Prix,VER,MEDIUM,19,9,9,10,-10,43.71
2023,Mexico City Grand Prix,ZHO,MEDIUM,21,15,15,6,-6,60.9
2023,Monaco Grand Prix,ALB,MEDIUM,18,14,14,4,-4,39.91
2023,Monaco Grand Prix,ALO,HARD,54,28,28,26,-26,40.16
2023,Monaco Grand Prix,BOT,HARD,51,1,1,50,-50,52.75
2023,Monaco Grand Prix,DEV,MEDIUM,53,18,18,35,-35,42.93
2023,Monaco Grand Prix,GAS,HARD,47,28,28,19,-19,35.39
2023,Monaco Grand Prix,HAM,MEDIUM,31,21,21,10,-10,35.39
2023,Monaco Grand Prix,HUL,MEDIUM,1,1,1,0,0,67.16
2023,Monaco Grand Prix,LEC,HARD,44,28,28,16,-16,35.88
2023,Monaco Grand Prix,MAG,HARD,56,1,1,55,-55,58.87
2023,Monaco Grand Prix,NOR,MEDIUM,50,19,19,31,-31,65.72
2023,Monaco Grand Prix,OCO,MEDIUM,32,22,22,10,-10,37.22
2023,Monaco Grand Prix,PER,MEDIUM,1,1,1,0,0,78.82
2023,Monaco Grand Prix,PIA,HARD,54,19,19,35,-35,35.97
2023,Monaco Grand Prix,RUS,HARD,54,28,28,26,-26,34.26
2023,Monaco Grand Prix,SAI,HARD,33,28,28,5,-5,38.22
2023,Monaco Grand Prix,SAR,MEDIUM,20,1,1,19,-19,69.6
2023,Monaco Grand Prix,STR,HARD,51,1,1,50,-50,56.96
2023,Monaco Grand Prix,TSU,MEDIUM,53,18,18,35,-35,30.31
2023,Monaco Grand Prix,VER,MEDIUM,55,8,8,47,-47,46.91
2023,Monaco Grand Prix,ZHO,SOFT,1,1,1,0,0,80.11
2023,Qatar Grand Prix,ALB,MEDIUM,18,18,18,0,0,85.53
2023,Qatar Grand Prix,ALO,MEDIUM,11,11,11,0,0,75.96
2023,Qatar Grand Prix,BOT,SOFT,3,3,3,0,0,72.7
2023,Qatar Grand Prix,GAS,MEDIUM,11,4,4,7,-7,62.94
2023,Qatar Grand Prix,HUL,MEDIUM,13,13,13,0,0,81.97
2023,Qatar Grand Prix,LAW,SOFT,3,1,1,2,-2,82.93
2023,Qatar Grand Prix,LEC,MEDIUM,12,12,12,0,0,72.78
2023,Qatar Grand Prix,MAG,SOFT,3,1,1,2,-2,82.7
2023,Qatar Grand Prix,NOR,MEDIUM,13,4,4,9,-9,70.62
2023,Qatar Grand Prix,OCO,MEDIUM,10,3,3,7,-7,35.75
2023,Qatar Grand Prix,PER,HARD,17,1,1,16,-16,64.49
2023,Qatar Grand Prix,PIA,MEDIUM,12,12,12,0,0,65.23
2023,Qatar Grand Prix,RUS,MEDIUM,1,1,1,0,0,75.36
2023,Qatar Grand Prix,SAR,MEDIUM,13,1,1,12,-12,53.08
2023,Qatar Grand Prix,STR,MEDIUM,3,1,1,2,-2,74.46
2023,Qatar Grand Prix,TSU,MEDIUM,9,9,9,0,0,79.0
2023,Qatar Grand Prix,VER,MEDIUM,17,2,2,15,-15,82.08
2023,Qatar Grand Prix,ZHO,MEDIUM,18,1,1,17,-17,74.99
2023,Saudi Arabian Grand Prix,ALB,MEDIUM,17,14,14,3,-3,61.97
2023,Saudi Arabian Grand Prix,ALO,MEDIUM,18,18,18,0,0,38.3
2023,Saudi Arabian Grand Prix,BOT,MEDIUM,9,8,8,1,-1,67.9
2023,Saudi Arabian Grand Prix,DEV,MEDIUM,17,2,2,15,-15,68.1
2023,Saudi Arabian Grand Prix,GAS,MEDIUM,14,14,14,0,0,76.81
2023,Saudi Arabian Grand Prix,HAM,HARD,18,18,18,0,0,33.03
2023,Saudi Arabian Grand Prix,HUL,MEDIUM,11,11,11,0,0,77.18
2023,Saudi Arabian Grand Prix,LEC,SOFT,16,15,15,1,-1,53.36
2023,Saudi Arabian Grand Prix,MAG,MEDIUM,8,8,8,0,0,73.09
2023,Saudi Arabian Grand Prix,NOR,SOFT,2,2,2,0,0,83.51
2023,Saudi Arabian Grand Prix,OCO,MEDIUM,16,13,13,3,-3,50.08
2023,Saudi Arabian Grand Prix,PER,MEDIUM,18,7,7,11,-11,44.4
2023,Saudi Arabian Grand Prix,PIA,MEDIUM,1,2,2,1,-1,79.01
2023,Saudi Arabian Grand Prix,RUS,MEDIUM,18,19,19,1,-1,47.47
2023,Saudi Arabian Grand Prix,SAI,MEDIUM,15,15,15,0,0,69.27
2023,Saudi Arabian Grand Prix,SAR,HARD,18,19,19,1,-1,73.88
2023,Saudi Arabian Grand Prix,STR,MEDIUM,13,13,13,0,0,75.97
2023,Saudi Arabian Grand Prix,TSU,MEDIUM,17,18,18,1,-1,83.21
2023,Saudi Arabian Grand Prix,VER,MEDIUM,18,18,18,0,0,35.72
2023,Saudi Arabian Grand Prix,ZHO,MEDIUM,11,11,11,0,0,78.12
2023,Singapore Grand Prix,ALB,MEDIUM,20,1,1,19,-19,64.01
2023,Singapore Grand Prix,ALO,MEDIUM,20,20,20,0,0,38.93
2023,Singapore Grand Prix,BOT,HARD,40,1,1,39,-39,63.47
2023,Singapore Grand Prix,GAS,MEDIUM,20,20,20,0,0,82.45
2023,Singapore Grand Prix,HAM,MEDIUM,20,21,21,1,-1,32.95
2023,Singapore Grand Prix,HUL,MEDIUM,20,20,20,0,0,83.16
2023,Singapore Grand Prix,LAW,MEDIUM,20,18,18,2,-2,29.05
2023,Singapore Grand Prix,LEC,SOFT,20,14,14,6,-6,78.09
2023,Singapore Grand Prix,MAG,MEDIUM,20,20,20,0,0,79.26
2023,Singapore Grand Prix,NOR,MEDIUM,20,21,21,1,-1,32.94
2023,Singapore Grand Prix,OCO,MEDIUM,20,20,20,0,0,71.61
2023,Singapore Grand Prix,PER,HARD,39,22,22,17,-17,72.64
2023,Singapore Grand Prix,PIA,MEDIUM,20,20,20,0,0,82.58
2023,Singapore Grand Prix,RUS,MEDIUM,20,21,21,1,-1,34.27
2023,Singapore Grand Prix,SAI,MEDIUM,20,7,7,13,-13,45.88
2023,Singapore Grand Prix,SAR,MEDIUM,19,1,1,18,-18,71.36
2023,Singapore Grand Prix,VER,HARD,40,22,22,18,-18,69.71
2023,Singapore Grand Prix,ZHO,SOFT,2,1,1,1,-1,73.76
2023,Spanish Grand Prix,ALB,SOFT,16,7,7,9,-9,69.99
2023,Spanish Grand Prix,ALO,SOFT,19,16,16,3,-3,47.56
2023,Spanish Grand Prix,BOT,SOFT,5,1,1,4,-4,57.35
2023,Spanish Grand Prix,DEV,SOFT,9,9,9,0,0,86.01
2023,Spanish Grand Prix,GAS,SOFT,19,16,16,3,-3,67.08
2023,Spanish Grand Prix,HAM,SOFT,24,16,16,8,-8,42.13
2023,Spanish Grand Prix,HUL,SOFT,8,6,6,2,-2,43.68
2023,Spanish Grand Prix,LEC,HARD,16,1,1,15,-15,57.19
2023,Spanish Grand Prix,MAG,SOFT,10,10,10,0,0,86.59
2023,Spanish Grand Prix,NOR,SOFT,1,2,2,1,-1,85.69
2023,Spanish Grand Prix,OCO,SOFT,13,11,11,2,-2,79.16
2023,Spanish Grand Prix,PER,MEDIUM,27,19,19,8,-8,48.21
2023,Spanish Grand Prix,PIA,SOFT,17,13,13,4,-4,58.67
2023,Spanish Grand Prix,RUS,SOFT,25,15,15,10,-10,48.11
2023,Spanish Grand Prix,SAI,SOFT,15,15,15,0,0,87.76
2023,Spanish Grand Prix,SAR,MEDIUM,17,1,1,16,-16,68.36
2023,Spanish Grand Prix,STR,SOFT,14,13,13,1,-1,39.26
2023,Spanish Grand Prix,TSU,SOFT,10,10,10,0,0,86.07
2023,Spanish Grand Prix,VER,MEDIUM,26,8,8,18,-18,44.42
2023,Spanish Grand Prix,ZHO,SOFT,9,9,9,0,0,86.63
2023,São Paulo Grand Prix,ALO,SOFT,1,4,4,3,-3,81.24
2023,São Paulo Grand Prix,BOT,SOFT,1,1,1,0,0,78.37
2023,São Paulo Grand Prix,GAS,SOFT,1,1,1,0,0,78.76
2023,São Paulo Grand Prix,HAM,SOFT,1,4,4,3,-3,79.48
2023,São Paulo Grand Prix,HUL,SOFT,1,1,1,0,0,79.22
2023,São Paulo Grand Prix,NOR,SOFT,1,4,4,3,-3,78.86
2023,São Paulo Grand Prix,OCO,SOFT,1,2,2,1,-1,41.25
2023,São Paulo Grand Prix,PER,SOFT,1,4,4,3,-3,79.16
2023,São Paulo Grand Prix,PIA,SOFT,1,3,3,2,-2,71.82
2023,São Paulo Grand Prix,RIC,SOFT,1,1,1,0,0,79.3
2023,São Paulo Grand Prix,RUS,SOFT,1,4,4,3,-3,82.6
2023,São Paulo Grand Prix,SAI,SOFT,1,2,2,1,-1,40.78
2023,São Paulo Grand Prix,SAR,MEDIUM,1,1,1,0,0,69.72
2023,São Paulo Grand Prix,STR,SOFT,1,4,4,3,-3,81.44
2023,São Paulo Grand Prix,TSU,SOFT,1,1,1,0,0,78.08
2023,São Paulo Grand Prix,VER,SOFT,1,1,1,0,0,63.09
2023,São Paulo Grand Prix,ZHO,SOFT,1,1,1,0,0,79.73
2023,United States Grand Prix,ALB,MEDIUM,10,11,11,1,-1,85.66
2023,United States Grand Prix,ALO,MEDIUM,19,1,1,18,-18,67.31
2023,United States Grand Prix,BOT,MEDIUM,10,11,11,1,-1,80.09
2023,United States Grand Prix,GAS,MEDIUM,18,18,18,0,0,76.09
2023,United States Grand Prix,HAM,MEDIUM,20,18,18,2,-2,87.22
2023,United States Grand Prix,HUL,HARD,19,1,1,18,-18,61.9
2023,United States Grand Prix,LEC,MEDIUM,23,11,11,12,-12,32.62
2023,United States Grand Prix,MAG,MEDIUM,10,1,1,9,-9,42.81
2023,United States Grand Prix,NOR,MEDIUM,17,7,7,10,-10,45.79
2023,United States Grand Prix,OCO,MEDIUM,6,4,4,2,-2,78.44
2023,United States Grand Prix,PER,MEDIUM,17,18,18,1,-1,85.83
2023,United States Grand Prix,PIA,MEDIUM,10,10,10,0,0,82.34
2023,United States Grand Prix,RIC,MEDIUM,22,17,17,5,-5,75.74
2023,United States Grand Prix,RUS,MEDIUM,21,20,20,1,-1,55.52
2023,United States Grand Prix,SAI,MEDIUM,17,18,18,1,-1,85.47
2023,United States Grand Prix,SAR,MEDIUM,11,1,1,10,-10,58.6
2023,United States Grand Prix,STR,HARD,20,1,1,19,-19,59.61
2023,United States Grand Prix,TSU,MEDIUM,17,18,18,1,-1,85.33
2023,United States Grand Prix,VER,MEDIUM,16,17,17,1,-1,84.97
2023,United States Grand Prix,ZHO,MEDIUM,9,10,10,1,-1,76.42
