year,gp,driver,compound,actual_first_pit,agent_pit_lap,first_pit_lap,pit_timing_error,mean_reward,confidence_pct
2022,Abu Dhabi Grand Prix,ALB,MEDIUM,12,1,1,11,-11,60.21
2022,Abu Dhabi Grand Prix,ALO,MEDIUM,19,16,16,3,-3,81.47
2022,Abu Dhabi Grand Prix,BOT,HARD,30,1,1,29,-29,53.14
2022,Abu Dhabi Grand Prix,GAS,SOFT,14,1,1,13,-13,79.55
2022,Abu Dhabi Grand Prix,HAM,MEDIUM,18,17,17,1,-1,60.51
2022,Abu Dhabi Grand Prix,LAT,MEDIUM,15,1,1,14,-14,69.73
2022,Abu Dhabi Grand Prix,LEC,MEDIUM,21,21,21,0,0,91.32
2022,Abu Dhabi Grand Prix,MAG,HARD,28,17,17,11,-11,34.51
2022,Abu Dhabi Grand Prix,MSC,MEDIUM,14,4,4,10,-10,39.95
2022,Abu Dhabi Grand Prix,NOR,MEDIUM,15,15,15,0,0,69.92
2022,Abu Dhabi Grand Prix,OCO,MEDIUM,14,14,14,0,0,73.11
2022,Abu Dhabi Grand Prix,PER,MEDIUM,15,15,15,0,0,67.88
2022,Abu Dhabi Grand Prix,RIC,MEDIUM,19,16,16,3,-3,35.59
2022,Abu Dhabi Grand Prix,RUS,MEDIUM,15,15,15,0,0,52.74
2022,Abu Dhabi Grand Prix,SAI,MEDIUM,17,17,17,0,0,78.14
2022,Abu Dhabi Grand Prix,STR,MEDIUM,13,13,13,0,0,75.5
2022,Abu Dhabi Grand Prix,TSU,MEDIUM,14,14,14,0,0,69.25
2022,Abu Dhabi Grand Prix,VER,MEDIUM,20,8,8,12,-12,53.12
2022,Abu Dhabi Grand Prix,VET,MEDIUM,25,16,16,9,-9,50.32
2022,Abu Dhabi Grand Prix,ZHO,MEDIUM,15,15,15,0,0,73.06
2022,Australian Grand Prix,ALB,HARD,57,1,1,56,-56,50.64
2022,Australian Grand Prix,ALO,HARD,39,24,24,15,-15,74.26
2022,Australian Grand Prix,BOT,MEDIUM,22,19,19,3,-3,53.44
2022,Australian Grand Prix,GAS,MEDIUM,21,17,17,4,-4,50.11
2022,Australian Grand Prix,HAM,MEDIUM,22,6,6,16,-16,72.73
2022,Australian Grand Prix,LAT,MEDIUM,13,1,1,12,-12,64.22
2022,Australian Grand Prix,LEC,MEDIUM,22,4,4,18,-18,86.91
2022,Australian Grand Prix,MAG,HARD,39,16,16,23,-23,60.75
2022,Australian Grand Prix,MSC,MEDIUM,14,12,12,2,-2,76.23
2022,Australian Grand Prix,NOR,MEDIUM,20,6,6,14,-14,75.87
2022,Australian Grand Prix,OCO,MEDIUM,17,4,4,13,-13,32.1
2022,Australian Grand Prix,PER,MEDIUM,20,6,6,14,-14,71.83
2022,Australian Grand Prix,RIC,MEDIUM,21,6,6,15,-15,70.71
2022,Australian Grand Prix,RUS,MEDIUM,23,6,6,17,-17,73.84
2022,Australian Grand Prix,STR,HARD,3,1,1,2,-2,53.14
2022,Australian Grand Prix,TSU,MEDIUM,18,16,16,2,-2,71.97
2022,Australian Grand Prix,VER,MEDIUM,18,6,6,12,-12,70.63
2022,Australian Grand Prix,ZHO,MEDIUM,21,5,5,16,-16,47.96
2022,Austrian Grand Prix,ALB,MEDIUM,11,11,11,0,0,73.02
2022,Austrian Grand Prix,ALO,HARD,27,18,18,9,-9,34.64
2022,Austrian Grand Prix,BOT,MEDIUM,6,1,1,5,-5,59.49
2022,Austrian Grand Prix,GAS,MEDIUM,12,12,12,0,0,75.43
2022,Austrian Grand Prix,HAM,MEDIUM,28,18,18,10,-10,61.14
2022,Austrian Grand Prix,LAT,MEDIUM,12,12,12,0,0,72.12
2022,Austrian Grand Prix,LEC,MEDIUM,26,12,12,14,-14,70.02
2022,Austrian Grand Prix,MAG,MEDIUM,15,15,15,0,0,79.46
2022,Austrian Grand Prix,MSC,MEDIUM,16,14,14,2,-2,34.09
2022,Austrian Grand Prix,NOR,MEDIUM,14,14,14,0,0,80.88
2022,Austrian Grand Prix,OCO,MEDIUM,16,16,16,0,0,80.55
2022,Austrian Grand Prix,PER,MEDIUM,1,1,1,0,0,79.73
2022,Austrian Grand Prix,RIC,MEDIUM,12,12,12,0,0,75.09
2022,Austrian Grand Prix,RUS,MEDIUM,11,11,11,0,0,69.78
2022,Austrian Grand Prix,SAI,MEDIUM,27,22,22,5,-5,35.74
2022,Austrian Grand Prix,STR,MEDIUM,29,16,16,13,-13,55.06
2022,Austrian Grand Prix,TSU,HARD,26,18,18,8,-8,39.49
2022,Austrian Grand Prix,VER,MEDIUM,13,8,8,5,-5,44.2
2022,Austrian Grand Prix,VET,HARD,20,18,18,2,-2,35.73
2022,Austrian Grand Prix,ZHO,HARD,24,18,18,6,-6,37.04
2022,Azerbaijan Grand Prix,ALB,MEDIUM,9,1,1,8,-8,66.58
2022,Azerbaijan Grand Prix,ALO,MEDIUM,18,17,17,1,-1,65.67
2022,Azerbaijan Grand Prix,BOT,HARD,33,1,1,32,-32,39.27
2022,Azerbaijan Grand Prix,GAS,MEDIUM,9,10,10,1,-1,81.36
2022,Azerbaijan Grand Prix,HAM,MEDIUM,9,10,10,1,-1,69.33
2022,Azerbaijan Grand Prix,LAT,MEDIUM,3,1,1,2,-2,77.29
2022,Azerbaijan Grand Prix,LEC,MEDIUM,9,10,10,1,-1,83.16
2022,Azerbaijan Grand Prix,MAG,MEDIUM,9,1,1,8,-8,75.45
2022,Azerbaijan Grand Prix,MSC,HARD,9,1,1,8,-8,60.09
2022,Azerbaijan Grand Prix,NOR,MEDIUM,20,17,17,3,-3,41.13
2022,Azerbaijan Grand Prix,OCO,HARD,33,22,22,11,-11,37.12
2022,Azerbaijan Grand Prix,PER,MEDIUM,16,7,7,9,-9,42.41
2022,Azerbaijan Grand Prix,RIC,HARD,33,20,20,13,-13,32.65
2022,Azerbaijan Grand Prix,RUS,MEDIUM,9,10,10,1,-1,75.44
2022,Azerbaijan Grand Prix,STR,HARD,30,1,1,29,-29,64.11
2022,Azerbaijan Grand Prix,TSU,MEDIUM,9,10,10,1,-1,78.27
2022,Azerbaijan Grand Prix,VER,MEDIUM,18,15,15,3,-3,84.76
2022,Azerbaijan Grand Prix,VET,MEDIUM,9,13,13,4,-4,83.71
2022,Azerbaijan Grand Prix,ZHO,MEDIUM,9,9,9,0,0,73.86
2022,Bahrain Grand Prix,ALB,SOFT,13,5,5,8,-8,53.08
2022,Bahrain Grand Prix,ALO,SOFT,11,8,8,3,-3,44.76
2022,Bahrain Grand Prix,BOT,SOFT,14,1,1,13,-13,67.23
2022,Bahrain Grand Prix,GAS,SOFT,14,14,14,0,0,85.53
2022,Bahrain Grand Prix,HAM,SOFT,11,11,11,0,0,83.31
2022,Bahrain Grand Prix,HUL,SOFT,19,1,1,18,-18,74.9
2022,Bahrain Grand Prix,LAT,SOFT,14,1,1,13,-13,80.97
2022,Bahrain Grand Prix,LEC,SOFT,15,1,1,14,-14,62.29
2022,Bahrain Grand Prix,MAG,SOFT,14,14,14,0,0,87.39
2022,Bahrain Grand Prix,MSC,SOFT,12,1,1,11,-11,49.02
2022,Bahrain Grand Prix,NOR,MEDIUM,24,1,1,23,-23,58.7
2022,Bahrain Grand Prix,OCO,SOFT,14,14,14,0,0,85.5
2022,Bahrain Grand Prix,PER,SOFT,15,15,15,0,0,43.13
2022,Bahrain Grand Prix,RIC,MEDIUM,17,1,1,16,-16,67.52
2022,Bahrain Grand Prix,RUS,SOFT,15,14,14,1,-1,39.99
2022,Bahrain Grand Prix,SAI,SOFT,14,14,14,0,0,79.28
2022,Bahrain Grand Prix,STR,SOFT,18,1,1,17,-17,78.8
2022,Bahrain Grand Prix,TSU,SOFT,15,14,14,1,-1,39.18
2022,Bahrain Grand Prix,VER,SOFT,14,14,14,0,0,39.05
2022,Bahrain Grand Prix,ZHO,SOFT,15,1,1,14,-14,81.48
2022,Belgian Grand Prix,ALB,MEDIUM,10,10,10,0,0,81.86
2022,Belgian Grand Prix,ALO,MEDIUM,11,11,11,0,0,80.06
2022,Belgian Grand Prix,GAS,MEDIUM,10,1,1,9,-9,49.5
2022,Belgian Grand Prix,LAT,MEDIUM,3,13,13,10,-10,70.91
2022,Belgian Grand Prix,LEC,SOFT,3,14,14,11,-11,50.3
2022,Belgian Grand Prix,MAG,MEDIUM,11,9,9,2,-2,40.06
2022,Belgian Grand Prix,MSC,MEDIUM,14,2,2,12,-12,77.88
2022,Belgian Grand Prix,NOR,MEDIUM,13,2,2,11,-11,75.72
2022,Belgian Grand Prix,OCO,MEDIUM,12,12,12,0,0,81.71
2022,Belgian Grand Prix,PER,MEDIUM,14,11,11,3,-3,78.4
2022,Belgian Grand Prix,RIC,MEDIUM,12,12,12,0,0,82.46
2022,Belgian Grand Prix,RUS,MEDIUM,13,13,13,0,0,79.51
2022,Belgian Grand Prix,SAI,SOFT,11,1,1,10,-10,56.2
2022,Belgian Grand Prix,STR,MEDIUM,15,2,2,13,-13,50.18
2022,Belgian Grand Prix,TSU,HARD,18,2,2,16,-16,70.19
2022,Belgian Grand Prix,VER,SOFT,15,12,12,3,-3,91.85
2022,Belgian Grand Prix,VET,MEDIUM,14,14,14,0,0,83.65
2022,Belgian Grand Prix,ZHO,MEDIUM,14,2,2,12,-12,78.07
2022,British Grand Prix,ALO,MEDIUM,1,3,3,2,-2,78.07
2022,British Grand Prix,BOT,MEDIUM,1,16,16,15,-15,32.24
2022,British Grand Prix,GAS,MEDIUM,1,1,1,0,0,74.9
2022,British Grand Prix,HAM,MEDIUM,1,3,3,2,-2,76.95
2022,British Grand Prix,LAT,SOFT,1,3,3,2,-2,85.6
2022,British Grand Prix,LEC,MEDIUM,1,3,3,2,-2,74.67
2022,British Grand Prix,MAG,SOFT,1,1,1,0,0,82.36
2022,British Grand Prix,MSC,MEDIUM,1,1,1,0,0,70.12
2022,British Grand Prix,NOR,MEDIUM,1,3,3,2,-2,78.68
2022,British Grand Prix,OCO,MEDIUM,1,1,1,0,0,85.34
2022,British Grand Prix,PER,MEDIUM,1,3,3,2,-2,74.29
2022,British Grand Prix,RIC,MEDIUM,1,1,1,0,0,74.21
2022,British Grand Prix,SAI,MEDIUM,1,7,7,6,-6,48.66
2022,British Grand Prix,STR,MEDIUM,1,1,1,0,0,73.93
2022,British Grand Prix,TSU,MEDIUM,1,1,1,0,0,78.9
2022,British Grand Prix,VER,SOFT,1,1,1,0,0,74.82
2022,British Grand Prix,VET,SOFT,1,1,1,0,0,81.21
2022,Canadian Grand Prix,ALB,MEDIUM,18,16,16,2,-2,60.53
2022,Canadian Grand Prix,ALO,MEDIUM,28,10,10,18,-18,75.5
2022,Canadian Grand Prix,BOT,HARD,49,20,20,29,-29,60.72
2022,Canadian Grand Prix,GAS,MEDIUM,5,5,5,0,0,71.59
2022,Canadian Grand Prix,HAM,MEDIUM,9,9,9,0,0,78.48
2022,Canadian Grand Prix,LAT,MEDIUM,9,1,1,8,-8,66.79
2022,Canadian Grand Prix,LEC,HARD,41,9,9,32,-32,51.29
2022,Canadian Grand Prix,MAG,MEDIUM,7,7,7,0,0,82.19
2022,Canadian Grand Prix,NOR,HARD,19,9,9,10,-10,51.74
2022,Canadian Grand Prix,OCO,MEDIUM,19,10,10,9,-9,69.51
2022,Canadian Grand Prix,RIC,MEDIUM,19,10,10,9,-9,53.7
2022,Canadian Grand Prix,RUS,MEDIUM,19,10,10,9,-9,75.18
2022,Canadian Grand Prix,SAI,MEDIUM,20,9,9,11,-11,65.32
2022,Canadian Grand Prix,STR,HARD,47,27,27,20,-20,36.61
2022,Canadian Grand Prix,TSU,MEDIUM,9,1,1,8,-8,64.3
2022,Canadian Grand Prix,VER,MEDIUM,9,9,9,0,0,74.97
2022,Canadian Grand Prix,VET,MEDIUM,5,5,5,0,0,81.78
2022,Canadian Grand Prix,ZHO,MEDIUM,19,10,10,9,-9,66.24
2022,Dutch Grand Prix,ALB,MEDIUM,21,15,15,6,-6,42.15
2022,Dutch Grand Prix,ALO,SOFT,12,12,12,0,0,84.39
2022,Dutch Grand Prix,BOT,SOFT,16,1,1,15,-15,75.59
2022,Dutch Grand Prix,GAS,SOFT,11,10,10,1,-1,74.49
2022,Dutch Grand Prix,HAM,MEDIUM,29,19,19,10,-10,85.37
2022,Dutch Grand Prix,LAT,SOFT,13,1,1,12,-12,70.58
2022,Dutch Grand Prix,LEC,SOFT,17,16,16,1,-1,49.34
2022,Dutch Grand Prix,MAG,MEDIUM,14,2,2,12,-12,71.22
2022,Dutch Grand Prix,MSC,MEDIUM,13,13,13,0,0,75.87
2022,Dutch Grand Prix,NOR,MEDIUM,17,17,17,0,0,78.67
2022,Dutch Grand Prix,OCO,SOFT,18,16,16,2,-2,79.02
2022,Dutch Grand Prix,PER,SOFT,14,14,14,0,0,85.44
2022,Dutch Grand Prix,RIC,SOFT,11,1,1,10,-10,71.55
2022,Dutch Grand Prix,RUS,MEDIUM,31,22,22,9,-9,36.77
2022,Dutch Grand Prix,SAI,SOFT,14,14,14,0,0,85.29
2022,Dutch Grand Prix,STR,SOFT,16,16,16,0,0,87.49
2022,Dutch Grand Prix,TSU,SOFT,13,12,12,1,-1,79.06
2022,Dutch Grand Prix,VER,SOFT,18,1,1,17,-17,62.73
2022,Dutch Grand Prix,VET,SOFT,9,1,1,8,-8,73.24
2022,Dutch Grand Prix,ZHO,SOFT,12,10,10,2,-2,45.7
2022,Emilia Romagna Grand Prix,ALB,INTER,17,1,1,16,-16,51.02
2022,Emilia Romagna Grand Prix,ALO,INTER,6,4,4,2,-2,70.08
2022,Emilia Romagna Grand Prix,BOT,INTER,18,4,4,14,-14,62.31
2022,Emilia Romagna Grand Prix,GAS,INTER,17,1,1,16,-16,50.3
2022,Emilia Romagna Grand Prix,HAM,INTER,18,1,1,17,-17,63.31
2022,Emilia Romagna Grand Prix,LAT,INTER,18,1,1,17,-17,52.01
2022,Emilia Romagna Grand Prix,LEC,INTER,19,4,4,15,-15,53.24
2022,Emilia Romagna Grand Prix,MAG,INTER,18,4,4,14,-14,53.33
2022,Emilia Romagna Grand Prix,MSC,INTER,18,1,1,17,-17,52.0
2022,Emilia Romagna Grand Prix,NOR,INTER,19,4,4,15,-15,53.81
2022,Emilia Romagna Grand Prix,OCO,INTER,18,1,1,17,-17,51.02
2022,Emilia Romagna Grand Prix,PER,INTER,18,4,4,14,-14,54.67
2022,Emilia Romagna Grand Prix,RIC,INTER,2,1,1,1,-1,53.53
2022,Emilia Romagna Grand Prix,RUS,INTER,18,4,4,14,-14,52.33
2022,Emilia Romagna Grand Prix,STR,INTER,18,26,26,8,-8,44.5
2022,Emilia Romagna Grand Prix,TSU,INTER,18,25,25,7,-7,55.86
2022,Emilia Romagna Grand Prix,VER,INTER,19,4,4,15,-15,73.72
2022,Emilia Romagna Grand Prix,VET,INTER,17,17,17,0,0,61.94
2022,Emilia Romagna Grand Prix,ZHO,INTER,18,1,1,17,-17,54.13
2022,French Grand Prix,ALB,MEDIUM,18,18,18,0,0,81.83
2022,French Grand Prix,ALO,MEDIUM,18,19,19,1,-1,42.1
2022,French Grand Prix,BOT,HARD,18,14,14,4,-4,56.16
2022,French Grand Prix,GAS,HARD,18,18,18,0,0,48.76
2022,French Grand Prix,HAM,MEDIUM,18,18,18,0,0,86.35
2022,French Grand Prix,LAT,MEDIUM,19,1,1,18,-18,50.5
2022,French Grand Prix,MAG,MEDIUM,8,8,8,0,0,80.7
2022,French Grand Prix,MSC,MEDIUM,9,9,9,0,0,84.02
2022,French Grand Prix,NOR,MEDIUM,18,17,17,1,-1,40.42
2022,French Grand Prix,OCO,MEDIUM,18,18,18,0,0,84.01
2022,French Grand Prix,PER,MEDIUM,18,18,18,0,0,41.67
2022,French Grand Prix,RIC,MEDIUM,18,17,17,1,-1,51.75
2022,French Grand Prix,RUS,MEDIUM,18,19,19,1,-1,46.44
2022,French Grand Prix,SAI,HARD,18,18,18,0,0,72.14
2022,French Grand Prix,STR,MEDIUM,18,13,13,5,-5,61.57
2022,French Grand Prix,TSU,MEDIUM,11,1,1,10,-10,73.95
2022,French Grand Prix,VER,MEDIUM,16,16,16,0,0,85.76
2022,French Grand Prix,VET,MEDIUM,19,12,12,7,-7,58.17
2022,French Grand Prix,ZHO,MEDIUM,9,1,1,8,-8,60.29
2022,Hungarian Grand Prix,ALB,SOFT,2,1,1,1,-1,79.98
2022,Hungarian Grand Prix,ALO,MEDIUM,21,17,17,4,-4,70.4
2022,Hungarian Grand Prix,BOT,MEDIUM,26,15,15,11,-11,47.97
2022,Hungarian Grand Prix,GAS,SOFT,16,1,1,15,-15,70.15
2022,Hungarian Grand Prix,HAM,MEDIUM,19,19,19,0,0,71.16
2022,Hungarian Grand Prix,LAT,MEDIUM,18,1,1,17,-17,72.85
2022,Hungarian Grand Prix,LEC,MEDIUM,21,2,2,19,-19,39.4
2022,Hungarian Grand Prix,MAG,MEDIUM,6,6,6,0,0,63.86
2022,Hungarian Grand Prix,MSC,MEDIUM,21,18,18,3,-3,45.53
2022,Hungarian Grand Prix,NOR,SOFT,14,2,2,12,-12,54.99
2022,Hungarian Grand Prix,OCO,MEDIUM,23,18,18,5,-5,41.09
2022,Hungarian Grand Prix,PER,SOFT,18,2,2,16,-16,54.42
2022,Hungarian Grand Prix,RIC,SOFT,15,13,13,2,-2,67.99
2022,Hungarian Grand Prix,RUS,SOFT,16,1,1,15,-15,55.9
2022,Hungarian Grand Prix,SAI,MEDIUM,17,16,16,1,-1,82.54
2022,Hungarian Grand Prix,STR,SOFT,14,1,1,13,-13,77.17
2022,Hungarian Grand Prix,TSU,SOFT,13,1,1,12,-12,81.29
2022,Hungarian Grand Prix,VER,SOFT,16,2,2,14,-14,41.29
2022,Hungarian Grand Prix,VET,SOFT,15,1,1,14,-14,80.82
2022,Hungarian Grand Prix,ZHO,MEDIUM,27,1,1,26,-26,72.18
2022,Italian Grand Prix,ALO,MEDIUM,31,18,18,13,-13,57.97
2022,Italian Grand Prix,BOT,MEDIUM,35,1,1,34,-34,58.69
2022,Italian Grand Prix,DEV,SOFT,19,14,14,5,-5,44.69
2022,Italian Grand Prix,GAS,MEDIUM,18,18,18,0,0,84.16
2022,Italian Grand Prix,HAM,MEDIUM,33,1,1,32,-32,56.84
2022,Italian Grand Prix,LAT,MEDIUM,15,15,15,0,0,82.31
2022,Italian Grand Prix,LEC,SOFT,12,1,1,11,-11,55.36
2022,Italian Grand Prix,MAG,MEDIUM,24,16,16,8,-8,59.23
2022,Italian Grand Prix,MSC,MEDIUM,33,1,1,32,-32,37.53
2022,Italian Grand Prix,NOR,MEDIUM,35,21,21,14,-14,38.81
2022,Italian Grand Prix,OCO,SOFT,19,14,14,5,-5,40.23
2022,Italian Grand Prix,PER,MEDIUM,7,7,7,0,0,80.24
2022,Italian Grand Prix,RIC,MEDIUM,19,13,13,6,-6,68.99
2022,Italian Grand Prix,RUS,SOFT,23,13,13,10,-10,60.48
2022,Italian Grand Prix,SAI,MEDIUM,30,21,21,9,-9,34.99
2022,Italian Grand Prix,STR,MEDIUM,18,17,17,1,-1,68.73
2022,Italian Grand Prix,TSU,MEDIUM,19,1,1,18,-18,49.0
2022,Italian Grand Prix,VER,SOFT,25,12,12,13,-13,90.83
2022,Italian Grand Prix,ZHO,MEDIUM,18,18,18,0,0,85.01
2022,Japanese Grand Prix,ALO,INTER,2,9,9,7,-7,71.43
2022,Japanese Grand Prix,BOT,INTER,2,1,1,1,-1,60.53
2022,Japanese Grand Prix,GAS,INTER,1,1,1,0,0,62.83
2022,Japanese Grand Prix,HAM,INTER,2,29,29,27,-27,68.75
2022,Japanese Grand Prix,LAT,INTER,2,1,1,1,-1,60.69
2022,Japanese Grand Prix,LEC,INTER,2,28,28,26,-26,35.36
2022,Japanese Grand Prix,MAG,INTER,2,1,1,1,-1,51.91
2022,Japanese Grand Prix,MSC,INTER,2,9,9,7,-7,63.28
2022,Japanese Grand Prix,NOR,INTER,2,1,1,1,-1,59.61
2022,Japanese Grand Prix,OCO,INTER,2,29,29,27,-27,66.6
2022,Japanese Grand Prix,PER,INTER,2,29,29,27,-27,59.89
2022,Japanese Grand Prix,RIC,INTER,2,9,9,7,-7,73.68
2022,Japanese Grand Prix,RUS,INTER,2,8,8,6,-6,66.18
2022,Japanese Grand Prix,STR,INTER,2,7,7,5,-5,48.57
2022,Japanese Grand Prix,TSU,INTER,2,7,7,5,-5,46.73
2022,Japanese Grand Prix,VER,INTER,2,18,18,16,-16,38.25
2022,Japanese Grand Prix,VET,INTER,2,1,1,1,-1,61.6
2022,Japanese Grand Prix,ZHO,INTER,2,1,1,1,-1,63.31
2022,Mexico City Grand Prix,ALB,MEDIUM,38,1,1,37,-37,67.8
2022,Mexico City Grand Prix,ALO,MEDIUM,40,23,23,17,-17,38.92
2022,Mexico City Grand Prix,BOT,MEDIUM,39,23,23,16,-16,38.77
2022,Mexico City Grand Prix,GAS,MEDIUM,40,13,13,27,-27,69.51
2022,Mexico City Grand Prix,HAM,MEDIUM,29,23,23,6,-6,38.83
2022,Mexico City Grand Prix,LAT,SOFT,23,1,1,22,-22,76.34
2022,Mexico City Grand Prix,LEC,SOFT,28,16,16,12,-12,38.92
2022,Mexico City Grand Prix,MAG,MEDIUM,38,1,1,37,-37,63.32
2022,Mexico City Grand Prix,MSC,SOFT,24,1,1,23,-23,73.44
2022,Mexico City Grand Prix,NOR,MEDIUM,31,23,23,8,-8,36.6
2022,Mexico City Grand Prix,OCO,MEDIUM,33,23,23,10,-10,38.37
2022,Mexico City Grand Prix,PER,SOFT,23,17,17,6,-6,45.15
2022,Mexico City Grand Prix,RIC,MEDIUM,44,22,22,22,-22,33.8
2022,Mexico City Grand Prix,RUS,MEDIUM,34,23,23,11,-11,38.14
2022,Mexico City Grand Prix,SAI,SOFT,29,16,16,13,-13,38.51
2022,Mexico City Grand Prix,STR,MEDIUM,17,13,13,4,-4,77.62
2022,Mexico City Grand Prix,TSU,SOFT,29,17,17,12,-12,48.87
2022,Mexico City Grand Prix,VER,SOFT,25,3,3,22,-22,45.07
2022,Mexico City Grand Prix,VET,SOFT,38,16,16,22,-22,34.29
2022,Mexico City Grand Prix,ZHO,MEDIUM,45,19,19,26,-26,34.73
2022,Monaco Grand Prix,ALB,WET,18,1,1,17,-17,51.96
2022,Monaco Grand Prix,ALO,WET,21,21,21,0,0,62.17
2022,Monaco Grand Prix,BOT,WET,20,6,6,14,-14,61.06
2022,Monaco Grand Prix,GAS,INTER,2,1,1,1,-1,50.82
2022,Monaco Grand Prix,HAM,WET,15,15,15,0,0,66.75
